week,geo,promo_description
2023-09-11,Geo11,Rabat 130 zł przy zakupach za min. 500 zł.
2022-10-31,Geo11,Rabat 130 zł przy zakupach za min. 500 zł.
2022-07-11,Geo16,Rabat 130 zł przy zakupach za min. 500 zł.
2021-12-13,Geo20,Rabat 130 zł przy zakupach za min. 500 zł.
2021-12-13,Geo27,Rabat 130 zł przy zakupach za min. 500 zł.
2021-11-15,Geo37,Rabat 130 zł przy zakupach za min. 500 zł.
2021-11-22,Geo38,Rabat 130 zł przy zakupach za min. 500 zł.
2022-03-28,Geo30,Rabat 140 zł przy zakupach za min. 550 zł.
2021-03-22,Geo5,Rabat 140 zł przy zakupach za min. 550 zł.
2022-12-05,Geo0,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-10-16,Geo10,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-11-21,Geo10,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-05-30,Geo10,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-10-02,Geo11,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-02-21,Geo13,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-02,Geo13,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-11-22,Geo15,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-04-26,Geo15,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-05-10,Geo16,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-05-02,Geo16,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-06-21,Geo19,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-05-03,Geo19,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-06-19,Geo19,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-30,Geo2,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-06-21,Geo2,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-11-07,Geo2,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-09-26,Geo20,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-06-20,Geo21,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-12-25,Geo22,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-02-22,Geo23,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-07-25,Geo24,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-09-04,Geo25,Rabat 15 zł przy zakupach powyżej 250 zł.
2024-01-15,Geo27,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-03-22,Geo27,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-09-11,Geo28,Rabat 15 zł przy zakupach powyżej 250 zł.
2024-01-15,Geo28,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-07-11,Geo29,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-10-23,Geo29,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-02,Geo29,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-02-28,Geo3,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-10-24,Geo3,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-01-16,Geo31,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-06-27,Geo32,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-02-22,Geo34,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-12-19,Geo34,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-04-18,Geo35,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-05-30,Geo36,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-11-01,Geo37,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-07-24,Geo37,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-05-02,Geo38,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-04-17,Geo38,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-09,Geo38,Rabat 15 zł przy zakupach powyżej 250 zł.
2022-08-08,Geo39,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-11-29,Geo39,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-10-23,Geo6,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-16,Geo6,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-08-02,Geo8,Rabat 15 zł przy zakupach powyżej 250 zł.
2021-09-27,Geo9,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-05-29,Geo9,Rabat 15 zł przy zakupach powyżej 250 zł.
2023-08-14,Geo0,Rabat 150 zł przy zakupach za min. 600 zł.
2023-02-27,Geo0,Rabat 150 zł przy zakupach za min. 600 zł.
2022-07-04,Geo14,Rabat 150 zł przy zakupach za min. 600 zł.
2021-10-18,Geo29,Rabat 150 zł przy zakupach za min. 600 zł.
2021-12-27,Geo9,Rabat 170 zł przy zakupach za min. 600 zł.
2022-09-19,Geo0,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-09-20,Geo0,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-10-16,Geo11,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-12-06,Geo14,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-08-09,Geo14,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-12-04,Geo15,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-07-10,Geo19,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-04-04,Geo2,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-05-10,Geo2,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-02-21,Geo2,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-07-10,Geo21,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-11-08,Geo21,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-05-29,Geo22,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-06-05,Geo22,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-04-11,Geo23,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-09-11,Geo24,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-10-16,Geo25,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-01-09,Geo28,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-09-05,Geo28,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-02-07,Geo28,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-09-27,Geo28,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-12-18,Geo29,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-05-10,Geo3,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-06-07,Geo3,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-12-05,Geo30,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-02-07,Geo30,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-06-12,Geo33,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-04-11,Geo33,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-05-17,Geo34,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-06-28,Geo34,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-05-01,Geo35,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2024-01-01,Geo35,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-12-27,Geo36,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-10-02,Geo37,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-10-11,Geo38,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-07-11,Geo38,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2021-12-13,Geo4,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-02-20,Geo4,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2023-10-30,Geo5,Rabat 20 zł na pierwsze zakupy w aplikacji mobilnej.
2022-12-12,Geo2,Rabat 210 zł przy zakupach za min. 700 zł.
2023-11-13,Geo27,Rabat 210 zł przy zakupach za min. 700 zł.
2022-08-29,Geo8,Rabat 240 zł przy zakupach za min. 750 zł.
2023-08-21,Geo1,Rabat 25 zł przy zakupach za min. 250 zł.
2022-04-04,Geo11,Rabat 25 zł przy zakupach za min. 250 zł.
2023-02-20,Geo12,Rabat 25 zł przy zakupach za min. 250 zł.
2023-11-27,Geo13,Rabat 25 zł przy zakupach za min. 250 zł.
2023-05-29,Geo14,Rabat 25 zł przy zakupach za min. 250 zł.
2022-02-07,Geo14,Rabat 25 zł przy zakupach za min. 250 zł.
2021-05-24,Geo14,Rabat 25 zł przy zakupach za min. 250 zł.
2022-09-26,Geo16,Rabat 25 zł przy zakupach za min. 250 zł.
2021-04-05,Geo18,Rabat 25 zł przy zakupach za min. 250 zł.
2021-04-05,Geo19,Rabat 25 zł przy zakupach za min. 250 zł.
2022-07-25,Geo2,Rabat 25 zł przy zakupach za min. 250 zł.
2023-01-23,Geo2,Rabat 25 zł przy zakupach za min. 250 zł.
2023-02-13,Geo20,Rabat 25 zł przy zakupach za min. 250 zł.
2023-08-21,Geo20,Rabat 25 zł przy zakupach za min. 250 zł.
2021-10-04,Geo21,Rabat 25 zł przy zakupach za min. 250 zł.
2021-12-06,Geo22,Rabat 25 zł przy zakupach za min. 250 zł.
2022-07-11,Geo25,Rabat 25 zł przy zakupach za min. 250 zł.
2023-03-13,Geo25,Rabat 25 zł przy zakupach za min. 250 zł.
2022-12-05,Geo26,Rabat 25 zł przy zakupach za min. 250 zł.
2022-06-27,Geo27,Rabat 25 zł przy zakupach za min. 250 zł.
2023-01-23,Geo28,Rabat 25 zł przy zakupach za min. 250 zł.
2021-03-22,Geo28,Rabat 25 zł przy zakupach za min. 250 zł.
2022-12-12,Geo29,Rabat 25 zł przy zakupach za min. 250 zł.
2021-06-14,Geo30,Rabat 25 zł przy zakupach za min. 250 zł.
2022-07-11,Geo31,Rabat 25 zł przy zakupach za min. 250 zł.
2021-06-07,Geo31,Rabat 25 zł przy zakupach za min. 250 zł.
2022-01-31,Geo32,Rabat 25 zł przy zakupach za min. 250 zł.
2022-08-15,Geo33,Rabat 25 zł przy zakupach za min. 250 zł.
2023-02-13,Geo35,Rabat 25 zł przy zakupach za min. 250 zł.
2021-04-05,Geo37,Rabat 25 zł przy zakupach za min. 250 zł.
2021-05-31,Geo6,Rabat 25 zł przy zakupach za min. 250 zł.
2022-05-16,Geo6,Rabat 25 zł przy zakupach za min. 250 zł.
2021-08-23,Geo7,Rabat 25 zł przy zakupach za min. 250 zł.
2021-03-22,Geo7,Rabat 25 zł przy zakupach za min. 250 zł.
2024-01-01,Geo8,Rabat 25 zł przy zakupach za min. 250 zł.
2023-10-09,Geo1,Rabat 40 zł na zakupy powyżej 300 zł.
2022-02-07,Geo10,Rabat 40 zł na zakupy powyżej 300 zł.
2021-12-13,Geo11,Rabat 40 zł na zakupy powyżej 300 zł.
2021-05-03,Geo14,Rabat 40 zł na zakupy powyżej 300 zł.
2023-09-18,Geo16,Rabat 40 zł na zakupy powyżej 300 zł.
2022-12-05,Geo16,Rabat 40 zł na zakupy powyżej 300 zł.
2023-06-26,Geo16,Rabat 40 zł na zakupy powyżej 300 zł.
2023-07-24,Geo18,Rabat 40 zł na zakupy powyżej 300 zł.
2023-05-29,Geo18,Rabat 40 zł na zakupy powyżej 300 zł.
2021-04-12,Geo19,Rabat 40 zł na zakupy powyżej 300 zł.
2023-08-21,Geo19,Rabat 40 zł na zakupy powyżej 300 zł.
2022-07-04,Geo22,Rabat 40 zł na zakupy powyżej 300 zł.
2022-10-31,Geo23,Rabat 40 zł na zakupy powyżej 300 zł.
2022-01-24,Geo23,Rabat 40 zł na zakupy powyżej 300 zł.
2022-01-03,Geo26,Rabat 40 zł na zakupy powyżej 300 zł.
2022-08-08,Geo27,Rabat 40 zł na zakupy powyżej 300 zł.
2023-09-18,Geo32,Rabat 40 zł na zakupy powyżej 300 zł.
2022-03-14,Geo33,Rabat 40 zł na zakupy powyżej 300 zł.
2022-11-21,Geo33,Rabat 40 zł na zakupy powyżej 300 zł.
2022-01-24,Geo35,Rabat 40 zł na zakupy powyżej 300 zł.
2023-01-02,Geo35,Rabat 40 zł na zakupy powyżej 300 zł.
2021-11-29,Geo36,Rabat 40 zł na zakupy powyżej 300 zł.
2022-08-29,Geo38,Rabat 40 zł na zakupy powyżej 300 zł.
2022-08-22,Geo39,Rabat 40 zł na zakupy powyżej 300 zł.
2023-10-02,Geo39,Rabat 40 zł na zakupy powyżej 300 zł.
2022-12-05,Geo4,Rabat 40 zł na zakupy powyżej 300 zł.
2023-05-08,Geo7,Rabat 40 zł na zakupy powyżej 300 zł.
2022-07-25,Geo0,Rabat 5 zł za zapis do newslettera.
2022-01-03,Geo1,Rabat 5 zł za zapis do newslettera.
2022-08-15,Geo10,Rabat 5 zł za zapis do newslettera.
2023-12-11,Geo10,Rabat 5 zł za zapis do newslettera.
2022-12-26,Geo10,Rabat 5 zł za zapis do newslettera.
2022-07-25,Geo10,Rabat 5 zł za zapis do newslettera.
2023-04-17,Geo10,Rabat 5 zł za zapis do newslettera.
2023-11-27,Geo12,Rabat 5 zł za zapis do newslettera.
2022-09-12,Geo13,Rabat 5 zł za zapis do newslettera.
2023-01-02,Geo14,Rabat 5 zł za zapis do newslettera.
2021-11-29,Geo15,Rabat 5 zł za zapis do newslettera.
2024-01-15,Geo15,Rabat 5 zł za zapis do newslettera.
2022-04-04,Geo17,Rabat 5 zł za zapis do newslettera.
2023-04-24,Geo18,Rabat 5 zł za zapis do newslettera.
2022-09-19,Geo19,Rabat 5 zł za zapis do newslettera.
2021-10-04,Geo20,Rabat 5 zł za zapis do newslettera.
2021-09-27,Geo20,Rabat 5 zł za zapis do newslettera.
2023-11-27,Geo22,Rabat 5 zł za zapis do newslettera.
2023-08-21,Geo22,Rabat 5 zł za zapis do newslettera.
2021-05-31,Geo23,Rabat 5 zł za zapis do newslettera.
2023-04-03,Geo23,Rabat 5 zł za zapis do newslettera.
2023-10-30,Geo23,Rabat 5 zł za zapis do newslettera.
2023-08-07,Geo25,Rabat 5 zł za zapis do newslettera.
2022-11-07,Geo25,Rabat 5 zł za zapis do newslettera.
2022-01-10,Geo26,Rabat 5 zł za zapis do newslettera.
2023-01-09,Geo26,Rabat 5 zł za zapis do newslettera.
2022-05-30,Geo27,Rabat 5 zł za zapis do newslettera.
2023-12-11,Geo27,Rabat 5 zł za zapis do newslettera.
2023-06-05,Geo28,Rabat 5 zł za zapis do newslettera.
2022-06-20,Geo32,Rabat 5 zł za zapis do newslettera.
2021-11-08,Geo32,Rabat 5 zł za zapis do newslettera.
2022-01-31,Geo37,Rabat 5 zł za zapis do newslettera.
2023-11-20,Geo38,Rabat 5 zł za zapis do newslettera.
2022-06-13,Geo38,Rabat 5 zł za zapis do newslettera.
2022-08-08,Geo38,Rabat 5 zł za zapis do newslettera.
2023-11-06,Geo39,Rabat 5 zł za zapis do newslettera.
2023-01-09,Geo39,Rabat 5 zł za zapis do newslettera.
2021-03-15,Geo4,Rabat 5 zł za zapis do newslettera.
2022-11-28,Geo4,Rabat 5 zł za zapis do newslettera.
2023-09-18,Geo4,Rabat 5 zł za zapis do newslettera.
2021-10-04,Geo5,Rabat 5 zł za zapis do newslettera.
2021-12-06,Geo6,Rabat 5 zł za zapis do newslettera.
2022-08-01,Geo6,Rabat 5 zł za zapis do newslettera.
2023-01-09,Geo6,Rabat 5 zł za zapis do newslettera.
2022-04-11,Geo7,Rabat 5 zł za zapis do newslettera.
2022-08-29,Geo7,Rabat 5 zł za zapis do newslettera.
2022-09-12,Geo7,Rabat 5 zł za zapis do newslettera.
2023-11-13,Geo8,Rabat 5 zł za zapis do newslettera.
2023-06-26,Geo9,Rabat 5 zł za zapis do newslettera.
2023-10-16,Geo9,Rabat 5 zł za zapis do newslettera.
2022-03-07,Geo13,Rabat 50 zł przy zakupach za min. 350 zł.
2023-12-18,Geo14,Rabat 50 zł przy zakupach za min. 350 zł.
2022-07-11,Geo15,Rabat 50 zł przy zakupach za min. 350 zł.
2022-05-02,Geo17,Rabat 50 zł przy zakupach za min. 350 zł.
2023-07-03,Geo18,Rabat 50 zł przy zakupach za min. 350 zł.
2022-05-30,Geo20,Rabat 50 zł przy zakupach za min. 350 zł.
2022-09-19,Geo21,Rabat 50 zł przy zakupach za min. 350 zł.
2023-07-24,Geo24,Rabat 50 zł przy zakupach za min. 350 zł.
2023-10-23,Geo25,Rabat 50 zł przy zakupach za min. 350 zł.
2022-05-02,Geo28,Rabat 50 zł przy zakupach za min. 350 zł.
2021-09-13,Geo32,Rabat 50 zł przy zakupach za min. 350 zł.
2022-12-19,Geo32,Rabat 50 zł przy zakupach za min. 350 zł.
2023-07-03,Geo34,Rabat 50 zł przy zakupach za min. 350 zł.
2022-09-05,Geo34,Rabat 50 zł przy zakupach za min. 350 zł.
2021-11-22,Geo35,Rabat 50 zł przy zakupach za min. 350 zł.
2023-06-05,Geo35,Rabat 50 zł przy zakupach za min. 350 zł.
2022-05-02,Geo37,Rabat 50 zł przy zakupach za min. 350 zł.
2023-08-28,Geo5,Rabat 50 zł przy zakupach za min. 350 zł.
2021-05-10,Geo6,Rabat 50 zł przy zakupach za min. 350 zł.
2023-05-01,Geo7,Rabat 50 zł przy zakupach za min. 350 zł.
2022-11-14,Geo8,Rabat 50 zł przy zakupach za min. 350 zł.
2022-11-14,Geo9,Rabat 50 zł przy zakupach za min. 350 zł.
2021-08-30,Geo9,Rabat 50 zł przy zakupach za min. 350 zł.
2021-11-15,Geo0,Rabat 60 zł przy zakupach za min. 350 zł.
2023-12-11,Geo12,Rabat 60 zł przy zakupach za min. 350 zł.
2021-04-05,Geo14,Rabat 60 zł przy zakupach za min. 350 zł.
2022-06-20,Geo14,Rabat 60 zł przy zakupach za min. 350 zł.
2023-02-27,Geo15,Rabat 60 zł przy zakupach za min. 350 zł.
2022-05-16,Geo16,Rabat 60 zł przy zakupach za min. 350 zł.
2021-11-08,Geo17,Rabat 60 zł przy zakupach za min. 350 zł.
2021-12-20,Geo17,Rabat 60 zł przy zakupach za min. 350 zł.
2022-08-01,Geo2,Rabat 60 zł przy zakupach za min. 350 zł.
2021-01-25,Geo28,Rabat 60 zł przy zakupach za min. 350 zł.
2023-01-02,Geo28,Rabat 60 zł przy zakupach za min. 350 zł.
2023-10-30,Geo3,Rabat 60 zł przy zakupach za min. 350 zł.
2022-06-20,Geo31,Rabat 60 zł przy zakupach za min. 350 zł.
2023-06-12,Geo31,Rabat 60 zł przy zakupach za min. 350 zł.
2023-07-10,Geo33,Rabat 60 zł przy zakupach za min. 350 zł.
2022-08-08,Geo34,Rabat 60 zł przy zakupach za min. 350 zł.
2023-11-27,Geo39,Rabat 60 zł przy zakupach za min. 350 zł.
2021-05-17,Geo4,Rabat 60 zł przy zakupach za min. 350 zł.
2023-02-27,Geo5,Rabat 60 zł przy zakupach za min. 350 zł.
2021-12-27,Geo6,Rabat 60 zł przy zakupach za min. 350 zł.
2022-10-03,Geo7,Rabat 60 zł przy zakupach za min. 350 zł.
2023-05-15,Geo7,Rabat 60 zł przy zakupach za min. 350 zł.
2022-06-06,Geo7,Rabat 60 zł przy zakupach za min. 350 zł.
2023-01-09,Geo8,Rabat 60 zł przy zakupach za min. 350 zł.
2021-07-05,Geo11,Rabat 70 zł przy zakupach za min. 400 zł.
2022-12-12,Geo17,Rabat 70 zł przy zakupach za min. 400 zł.
2022-08-29,Geo19,Rabat 70 zł przy zakupach za min. 400 zł.
2023-05-29,Geo2,Rabat 70 zł przy zakupach za min. 400 zł.
2021-08-02,Geo20,Rabat 70 zł przy zakupach za min. 400 zł.
2021-04-26,Geo27,Rabat 70 zł przy zakupach za min. 400 zł.
2021-04-05,Geo30,Rabat 70 zł przy zakupach za min. 400 zł.
2023-06-05,Geo33,Rabat 70 zł przy zakupach za min. 400 zł.
2021-03-22,Geo38,Rabat 70 zł przy zakupach za min. 400 zł.
2022-09-05,Geo4,Rabat 70 zł przy zakupach za min. 400 zł.
2022-09-05,Geo9,Rabat 70 zł przy zakupach za min. 400 zł.
2021-08-09,Geo1,Rabat 75 zł przy zakupach za min. 400 zł.
2023-11-20,Geo13,Rabat 75 zł przy zakupach za min. 400 zł.
2021-10-18,Geo16,Rabat 75 zł przy zakupach za min. 400 zł.
2023-12-11,Geo19,Rabat 75 zł przy zakupach za min. 400 zł.
2021-02-15,Geo22,Rabat 75 zł przy zakupach za min. 400 zł.
2021-10-18,Geo24,Rabat 75 zł przy zakupach za min. 400 zł.
2022-06-20,Geo25,Rabat 75 zł przy zakupach za min. 400 zł.
2023-01-02,Geo26,Rabat 75 zł przy zakupach za min. 400 zł.
2022-07-04,Geo27,Rabat 75 zł przy zakupach za min. 400 zł.
2023-06-05,Geo29,Rabat 75 zł przy zakupach za min. 400 zł.
2023-12-11,Geo30,Rabat 75 zł przy zakupach za min. 400 zł.
2022-07-04,Geo30,Rabat 75 zł przy zakupach za min. 400 zł.
2021-12-13,Geo7,Rabat 75 zł przy zakupach za min. 400 zł.
2022-02-28,Geo13,Rabat 80 zł na zakupy powyżej 450 zł.
2022-10-03,Geo14,Rabat 80 zł na zakupy powyżej 450 zł.
2024-01-01,Geo2,Rabat 80 zł na zakupy powyżej 450 zł.
2021-06-14,Geo22,Rabat 80 zł na zakupy powyżej 450 zł.
2021-05-03,Geo22,Rabat 80 zł na zakupy powyżej 450 zł.
2022-07-04,Geo24,Rabat 80 zł na zakupy powyżej 450 zł.
2021-05-31,Geo26,Rabat 80 zł na zakupy powyżej 450 zł.
2023-02-27,Geo26,Rabat 80 zł na zakupy powyżej 450 zł.
2023-09-25,Geo28,Rabat 80 zł na zakupy powyżej 450 zł.
2023-12-18,Geo31,Rabat 80 zł na zakupy powyżej 450 zł.
2023-02-27,Geo35,Rabat 80 zł na zakupy powyżej 450 zł.
2023-11-27,Geo36,Rabat 80 zł na zakupy powyżej 450 zł.
2022-11-14,Geo36,Rabat 80 zł na zakupy powyżej 450 zł.
2022-05-16,Geo9,Rabat 80 zł na zakupy powyżej 450 zł.
2021-02-15,Geo13,Rabat 90 zł przy zakupach za min. 450 zł.
2021-05-10,Geo18,Rabat 90 zł przy zakupach za min. 450 zł.
2021-11-15,Geo2,Rabat 90 zł przy zakupach za min. 450 zł.
2023-08-07,Geo20,Rabat 90 zł przy zakupach za min. 450 zł.
2022-05-02,Geo23,Rabat 90 zł przy zakupach za min. 450 zł.
2022-06-20,Geo24,Rabat 90 zł przy zakupach za min. 450 zł.
2022-08-22,Geo24,Rabat 90 zł przy zakupach za min. 450 zł.
2021-05-17,Geo3,Rabat 90 zł przy zakupach za min. 450 zł.
2022-06-27,Geo39,Rabat 90 zł przy zakupach za min. 450 zł.
2022-09-26,Geo10,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2023-03-20,Geo10,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2023-06-26,Geo12,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2023-02-27,Geo17,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2022-05-16,Geo25,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2021-10-18,Geo36,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2021-08-23,Geo6,Rabat kwotowy 120 zł przy zamówieniu za 500 zł.
2021-05-10,Geo11,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-10-04,Geo12,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-05-03,Geo13,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-11-07,Geo13,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-07-25,Geo15,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-11-22,Geo16,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-10-04,Geo16,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-12-11,Geo17,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-06-05,Geo18,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-11-21,Geo18,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-06-12,Geo19,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-11-22,Geo2,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-05-31,Geo20,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-04-05,Geo22,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-10-24,Geo22,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-07-18,Geo23,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-05-03,Geo23,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-03-22,Geo24,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-03-27,Geo25,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-06-27,Geo26,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-05-16,Geo28,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-01-24,Geo29,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-11-29,Geo29,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-05-01,Geo31,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-11-22,Geo32,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-02-22,Geo32,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-12-06,Geo33,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-05-30,Geo33,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-05-22,Geo35,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-10-11,Geo35,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-05-31,Geo35,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-05-01,Geo37,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-06-14,Geo37,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-10-24,Geo37,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-10-17,Geo39,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-04-26,Geo6,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-06-26,Geo6,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-03-27,Geo7,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2022-12-26,Geo8,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-02-27,Geo8,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2021-07-05,Geo9,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-07-10,Geo9,Rabat kwotowy 20 zł przy zakupach powyżej 200 zł.
2023-05-01,Geo0,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
2023-06-26,Geo0,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
2021-06-28,Geo1,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
2023-08-14,Geo10,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
2023-09-04,Geo16,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
2021-04-05,Geo16,Rabat kwotowy 30 zł przy zakupach powyżej 250 zł.
