week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2021-03-08,Geo31,1891835,0,0,3861953,1071323,,760602,0.04542119704464886,13872.302000000,0E-9,0E-9,30095.584000000,8347.654000000,0.0,15991262.000000000,320482.576815772,873369.700000000
2022-06-06,Geo31,455314,0,0,3382075,1448530,,503909,0.05248105223885806,3338.691400000,0E-9,0E-9,26355.970000000,11286.818000000,0.0,17320052.000000000,342934.518192460,873369.700000000
2022-03-07,Geo31,2030281,152000,0,2166814,0,,1350837,0.0592829186372764,14887.488000000,1464.387300000,0E-9,16885.637000000,0E-9,0.0,17082166.000000000,337703.916287910,873369.700000000
2023-06-19,Geo31,2515192,0,0,962877,0,,0,0.049836210383116586,18443.205000000,0E-9,0E-9,7503.547000000,0E-9,0.0,13441547.000000000,268875.525611399,873369.700000000
2021-02-15,Geo31,307669,0,0,525080,98940,,24002,0.046042970755435245,2256.051500000,0E-9,0E-9,4091.864700000,770.931760000,0.0,15237771.000000000,304937.968496580,873369.700000000
2024-01-01,Geo31,1698907,549000,0,3651864,2269587,,835176,0.06710910566237735,12457.615000000,5297.403300000,0E-9,28458.395000000,17684.422000000,0.0,21435124.000000000,430141.527049740,873369.700000000
2022-05-23,Geo31,107762,1030000,0,1551396,2394665,,0,0.03334876806990051,790.188960000,9925.696000000,0E-9,12089.782000000,18659.018000000,0.0,11680428.000000000,235794.890832612,873369.700000000
2021-04-19,Geo31,1953232,302000,0,1952747,1056467,,0,0.0655776881760058,14322.509000000,2915.865200000,0E-9,15217.446000000,8231.897000000,0.0,20843162.000000000,417825.151926300,873369.700000000
2023-11-13,Geo31,2758598,1536000,0,4135198,3461908,,1277224,0.02375684282175228,20228.035000000,14807.023000000,0E-9,32224.938000000,26974.883000000,0.0,7733641.500000000,153509.767654815,873369.700000000
2023-06-26,Geo31,1414670,2574000,0,3935259,2216313,,2754567,0.09171479859818844,10373.383000000,24816.355000000,0E-9,30666.846000000,17269.314000000,0.0,27720250.000000000,550883.613481750,873369.700000000
2021-10-11,Geo31,1244091,1959000,0,3944167,3522594,,0,0.044716506317467423,9122.575000000,18883.787000000,0E-9,30736.264000000,27447.742000000,0.0,18296652.000000000,365056.154656248,873369.700000000
2022-03-28,Geo31,427566,410000,0,1538124,0,,2578385,0.052930606933472985,3135.223000000,3948.768800000,0E-9,11986.355000000,0E-9,0.0,16302322.000000000,327303.838095860,873369.700000000
2023-12-11,Geo31,2424060,,0,2344168,4230554,,398666,0.0517652470647374,17774.960000000,0E-9,0E-9,18267.729000000,32964.100000000,0.0,18294406.000000000,364518.051934660,873369.700000000
2024-01-15,Geo31,2599080,1008000,0,2799181,1623,,2135705,0.037909026418252695,19058.334000000,9720.222000000,0E-9,21813.572000000,12.646273000,0.0,12641807.000000000,251895.779186305,873369.700000000
2023-08-28,Geo31,223166,1718000,0,2915359,39745,,1352148,0.04928592613140483,1636.414600000,16568.139000000,0E-9,22718.928000000,309.689540000,0.0,15341200.000000000,307692.005096000,873369.700000000
2023-12-18,Geo31,2729680,1502000,0,3566063,1232872,,1432101,0.06430360366489635,20015.988000000,14478.835000000,0E-9,27789.760000000,9606.430000000,0.0,22228370.000000000,442426.985795960,873369.700000000
2022-11-28,Geo31,849414,2555000,0,5494350,4986074,,3503147,0.03605604314769412,6228.517600000,24630.396000000,0E-9,42816.594000000,38851.047000000,0.0,14459915.000000000,287259.500136885,873369.700000000
2022-01-03,Geo31,2105623,3042000,0,3000271,2199742,,2107661,0.043087587600432554,15439.950000000,29330.863000000,0E-9,23380.635000000,17140.195000000,0.0,13555078.000000000,269515.005895490,873369.700000000
2021-05-24,Geo31,2021096,629000,0,1220976,0,,0,0.06358241197395022,14820.137000000,6062.242700000,0E-9,9514.871000000,0E-9,0.0,17506624.000000000,351350.853497280,873369.700000000
2022-08-15,Geo31,1083848,887000,0,374790,109342,,0,0.07031730399925322,7947.557600000,8551.589000000,0E-9,2920.678700000,851.983200000,0.0,21094572.000000000,421693.636198356,873369.700000000
2022-12-12,Geo31,0,630000,0,1178318,146008,,501262,0.07217905005231885,0E-9,6077.774400000,0E-9,9182.444000000,1137.681400000,0.0,24500142.000000000,491425.416245088,873369.700000000
2022-11-07,Geo31,2245247,1649000,0,4506952,3471224,,2119150,0.050889785506843345,16463.775000000,15897.648000000,0E-9,35121.957000000,27047.470000000,0.0,20179680.000000000,397934.148204960,873369.700000000
2023-08-14,Geo31,3696477,954000,0,1936474,1452464,,565433,0.09659891587002012,27105.242000000,9193.454000000,0E-9,15090.633000000,11317.471000000,0.0,28612486.000000000,571051.743823666,873369.700000000
2023-09-11,Geo31,649501,1475000,0,3325529,2270143,,421712,0.08279205861825428,4762.611000000,14216.835000000,0E-9,25915.318000000,17688.754000000,0.0,31523720.000000000,631152.790454400,873369.700000000
2023-03-20,Geo31,506588,0,0,0,1014053,,0,0.06064296893523208,3714.669400000,0E-9,0E-9,0E-9,7901.411600000,0.0,20067022.000000000,399954.310455350,873369.700000000
2021-12-13,Geo31,1785488,1954000,0,4885598,1898472,,1627028,0.0437618649554747,13092.489000000,18837.820000000,0E-9,38072.684000000,14792.726000000,0.0,16702729.000000000,330027.217983520,873369.700000000
2023-01-30,Geo31,521771,0,0,0,1532887,,0,0.0556071408244325,3826.002200000,0E-9,0E-9,0E-9,11944.120000000,0.0,19001526.000000000,380572.671539832,873369.700000000
2022-04-04,Geo31,2746226,0,0,617412,0,,0,0.02014178397609638,20137.314000000,0E-9,0E-9,4811.393000000,0E-9,0.0,5595800.000000000,112396.186789600,873369.700000000
2021-11-01,Geo31,2097201,0,0,2196905,1652861,,0,0.053078819583183987,15378.194000000,0E-9,0E-9,17120.130000000,12878.947000000,0.0,20597796.000000000,414644.962267800,873369.700000000
2021-10-04,Geo31,2992883,2191000,0,3344585,2835824,,2794420,0.042368962518330444,21945.982000000,21124.797000000,0E-9,26063.818000000,22096.490000000,0.0,16865702.000000000,335223.789222630,873369.700000000
2022-06-13,Geo31,3193857,674000,0,2913492,1912950,,1962821,0.05205875831558193,23419.670000000,6501.738000000,0E-9,22704.379000000,14905.537000000,0.0,17106198.000000000,341447.820417852,873369.700000000
2022-11-21,Geo31,4696564,968000,0,4283795,2150817,,2065921,0.044771975511613944,34438.605000000,9334.341000000,0E-9,33382.934000000,16758.977000000,0.0,17159220.000000000,342763.810358580,873369.700000000
2023-05-22,Geo31,554852,664000,0,1944187,303644,,0,0.056580846608774105,4068.576000000,6402.828600000,0E-9,15150.739000000,2365.967300000,0.0,18096652.000000000,358572.546013556,873369.700000000
2023-03-06,Geo31,2626708,,0,3494874,784679,,1737618,0.05684827100984973,19260.922000000,0E-9,0E-9,27234.996000000,6114.149400000,0.0,19126112.000000000,382489.534348480,873369.700000000
2022-01-10,Geo31,1893745,0,0,6108,2386040,,0,0.058670951900425004,13886.308000000,0E-9,0E-9,47.598667000,18591.812000000,0.0,16370131.000000000,326488.069891423,873369.700000000
2022-05-09,Geo31,856068,87000,0,436049,1366767,,0,0.05902450642854055,6277.309600000,834.843900000,0E-9,3398.060300000,10649.728000000,0.0,18719832.000000000,375723.763769808,873369.700000000
2021-08-09,Geo31,2969982,0,0,5038041,0,,855252,0.028498224264191865,21778.057000000,0E-9,0E-9,39260.650000000,0E-9,0.0,10403649.000000000,209981.914344063,873369.700000000
2022-06-27,Geo31,0,1582000,0,1798992,1058404,,0,0.054695644344969874,0E-9,15254.308000000,0E-9,14019.258000000,8246.990000000,0.0,17952410.000000000,361564.840643440,873369.700000000
2021-04-12,Geo31,0,1522000,0,1274613,517585,,0,0.0591121174065284,0E-9,14670.590000000,0E-9,9932.856000000,4032.976600000,0.0,20132278.000000000,402834.602090420,873369.700000000
2022-05-02,Geo31,0,0,0,3393773,2119706,,0,0.059210852698262484,0E-9,0E-9,0E-9,26447.133000000,16516.562000000,0.0,22214502.000000000,444985.265054592,873369.700000000
2023-07-17,Geo31,886381,,0,1756867,223625,,0,0.10099278889794676,6499.586400000,13014.978000000,0E-9,13690.984000000,1742.466300000,0.0,27198442.000000000,547545.979091840,873369.700000000
2021-06-28,Geo31,3014821,1855000,0,2787707,791479,,1847348,0.047751544309972686,22106.848000000,17880.889000000,0E-9,21724.156000000,6167.134300000,0.0,16118519.000000000,325421.454461510,873369.700000000
2023-04-03,Geo31,820811,0,0,2824113,992041,,0,0.051247140747788765,6018.780000000,0E-9,0E-9,22007.861000000,7729.896000000,0.0,17822822.000000000,355643.487620114,873369.700000000
2021-09-20,Geo31,1673588,1736000,0,4274536,226599,,1196540,0.04349300476032929,12271.957000000,16740.533000000,0E-9,33310.777000000,1765.639400000,0.0,13101080.000000000,261139.333969560,873369.700000000
2023-03-27,Geo31,0,0,0,1620208,1697891,,0,0.05273796637045981,0E-9,0E-9,0E-9,12626.022000000,13229.817000000,0.0,17011272.000000000,342121.652467296,873369.700000000
2023-02-06,Geo31,891029,1209000,0,1790832,0,,2639633,0.053920123491947844,6533.669000000,11651.853000000,0E-9,13955.668000000,0E-9,0.0,20681674.000000000,412267.538158996,873369.700000000
2023-01-16,Geo31,480576,0,0,2525747,1841450,,1680344,0.10125221338462735,3523.930700000,0E-9,0E-9,19682.744000000,14348.416000000,0.0,24670822.000000000,490498.375173840,873369.700000000
2021-11-22,Geo31,2300625,2262000,0,3138678,2301594,,614925,0.03531529303813028,16869.846000000,21808.832000000,0E-9,24459.217000000,17933.816000000,0.0,11922827.000000000,238433.433561274,873369.700000000
2021-01-25,Geo31,2582490,0,0,2751668,3950866,,0,0.053524678515339534,18936.684000000,0E-9,0E-9,21443.310000000,30784.799000000,0.0,19583072.000000000,391184.905525952,873369.700000000
2021-12-20,Geo31,767415,0,0,2480683,729521,,0,0.06743905828144402,5627.241700000,0E-9,0E-9,19331.566000000,5684.363000000,0.0,18553226.000000000,372608.148403200,873369.700000000
2021-06-07,Geo31,716113,0,0,4444498,2524763,,1578174,0.0534089667337781,5251.058600000,0E-9,0E-9,34635.266000000,19672.730000000,0.0,17518402.000000000,345892.683914668,873369.700000000
2023-10-16,Geo31,388652,533000,0,1314560,0,,654845,0.07025540276057322,2849.877400000,5135.537000000,0E-9,10244.156000000,0E-9,0.0,20428378.000000000,411814.507684454,873369.700000000
2021-03-01,Geo31,1640454,296000,0,3148636,356922,,0,0.06745056851555548,12028.995000000,2853.602000000,0E-9,24536.818000000,2781.104700000,0.0,21717658.000000000,437866.925040794,873369.700000000
2021-11-15,Geo31,0,2120000,0,3516313,86133,,0,0.04695728639529551,0E-9,20444.068000000,0E-9,27402.066000000,671.140750000,0.0,16963734.000000000,341340.387816648,873369.700000000
2023-05-15,Geo31,762451,364000,0,3106923,954149,,0,0.04734219790671499,5590.842000000,3505.725300000,0E-9,24211.756000000,7434.644500000,0.0,16334466.000000000,326860.635879408,873369.700000000
2022-03-14,Geo31,437534,0,0,0,85794,,0,0.09844000581676045,3208.315700000,0E-9,0E-9,0E-9,668.499270000,0.0,29198618.000000000,578931.890170514,873369.700000000
2023-10-30,Geo31,1299272,0,0,2242063,42215,,605829,0.061205915840940636,9527.202000000,0E-9,0E-9,17472.040000000,328.935580000,0.0,20747814.000000000,412865.792504802,873369.700000000
2023-10-23,Geo31,1427410,755000,0,3541850,1771951,,180860,0.053661131845117595,10466.802000000,7276.199000000,0E-9,27601.072000000,13806.886000000,0.0,19357338.000000000,385416.097838772,873369.700000000
2023-02-13,Geo31,2184134,367000,0,1262352,3113882,,817096,0.035372193991203206,16015.650000000,3535.092500000,0E-9,9837.308000000,24263.094000000,0.0,11532987.000000000,228064.725661104,873369.700000000
2022-08-08,Geo31,3405009,0,0,4257267,2046071,,1022517,0.051421310953784286,24967.988000000,0E-9,0E-9,33176.203000000,15942.804000000,0.0,18176160.000000000,361514.298092160,873369.700000000
2021-09-06,Geo31,1766120,1324000,0,2650417,1129835,,1682492,0.08172323950957294,12950.469000000,12769.204000000,0E-9,20654.275000000,8803.574000000,0.0,25874976.000000000,516738.355831008,873369.700000000
2021-03-22,Geo31,1564717,2289000,0,3145477,1871334,,3153924,0.02989848308020943,11473.637000000,22071.633000000,0E-9,24512.200000000,14581.269000000,0.0,10735430.000000000,213128.752650340,873369.700000000
2023-07-03,Geo31,857158,0,0,1483686,2742390,,0,0.04795355582544313,6285.302700000,0E-9,0E-9,11562.128000000,21368.460000000,0.0,16501523.000000000,332660.703757062,873369.700000000
2022-10-31,Geo31,2330099,2806000,0,3137417,195775,,1225449,0.06374707833232238,17085.970000000,27056.729000000,0E-9,24449.390000000,1525.461500000,0.0,21014578.000000000,422044.049717732,873369.700000000
2022-01-24,Geo31,252963,601000,0,2539538,686769,,765012,0.057402877458841615,1854.907600000,5791.613000000,0E-9,19790.215000000,5351.243700000,0.0,19933568.000000000,399114.044678144,873369.700000000
2022-01-17,Geo31,1125715,0,0,1532051,153844,,669791,0.04723522900418169,8254.557000000,0E-9,0E-9,11939.029000000,1198.738900000,0.0,17309034.000000000,346228.833732588,873369.700000000
2021-03-15,Geo31,1064029,0,0,1014040,2185034,,523893,0.03362067684939371,7802.230000000,0E-9,0E-9,7902.252000000,17025.592000000,0.0,12178626.000000000,242087.178237162,873369.700000000
2023-04-10,Geo31,0,0,0,1138561,312602,,536911,0.039356092658267325,0E-9,0E-9,0E-9,8872.624000000,2435.767300000,0.0,11334810.000000000,226142.086478340,873369.700000000
2021-04-26,Geo31,643981,1869000,0,1275574,1683930,,0,0.0383762719377762,4722.134300000,18015.220000000,0E-9,9940.345000000,13121.034000000,0.0,14887696.000000000,297019.748159456,873369.700000000
2023-05-01,Geo31,54542,0,0,2582797,2562282,,0,0.04889912337175698,399.941380000,0E-9,0E-9,20127.326000000,19965.074000000,0.0,18432928.000000000,368409.604874432,873369.700000000
2022-08-22,Geo31,1244946,,0,1946680,1130068,,0,0.04740808036691022,9128.844000000,20108.805000000,0E-9,15170.167000000,8805.390000000,0.0,16888428.000000000,339836.260905324,873369.700000000
2023-05-29,Geo31,1676122,0,0,870447,0,,0,0.09082618777002817,12290.539000000,0E-9,0E-9,6783.254400000,0E-9,0.0,21246728.000000000,424242.022900840,873369.700000000
2022-12-26,Geo31,905958,0,0,153712,227362,,223324,0.06169296915018333,6643.139000000,0E-9,0E-9,1197.853100000,1771.584600000,0.0,19989208.000000000,397509.488075640,873369.700000000
2021-03-29,Geo31,3032134,1302000,0,1650582,883104,,1100959,0.05600431209870542,22233.800000000,12551.659000000,0E-9,12862.722000000,6881.068400000,0.0,16568960.000000000,331651.212616320,873369.700000000
2022-04-11,Geo32,2098094,0,0,262488,2078620,,2006720,0.0606552723293055,15384.742000000,0E-9,0E-9,2045.527100000,16196.423000000,0.0,14527444.000000000,287343.050822744,714763.800000000
2022-02-21,Geo32,504532,0,0,2479347,381429,,1031514,0.03419487623322294,3699.593500000,0E-9,0E-9,19321.156000000,2972.061000000,0.0,9248076.000000000,183963.754328436,714763.800000000
2023-05-08,Geo32,673212,1347000,0,66795,1263725,,11159,0.06240026944892037,4936.477000000,12989.824000000,0E-9,520.522770000,9846.833000000,0.0,14864469.000000000,297033.384114882,714763.800000000
2023-03-20,Geo32,0,0,0,0,0,,0,0.05944213288481541,0E-9,0E-9,0E-9,0E-9,0E-9,0.0,11354420.000000000,227252.221571760,714763.800000000
2021-06-21,Geo32,1876715,1011000,0,564994,0,,0,0.0171243769231415,13761.432000000,9747.391000000,0E-9,4402.908000000,0E-9,0.0,4176404.000000000,83789.301540988,714763.800000000
2021-04-05,Geo32,1053004,,0,3640949,0,,96671,0.0654719988817155,7721.387000000,6644.245000000,0E-9,28373.334000000,0E-9,0.0,15890426.000000000,319322.877597800,714763.800000000
2021-03-15,Geo32,1736966,1420000,0,3285228,1662468,,541989,0.053197531188755996,12736.691000000,13688.707000000,0E-9,25601.258000000,12953.804000000,0.0,14046362.000000000,279444.815047244,714763.800000000
2022-10-31,Geo32,1799108,2075000,0,2323738,435144,,549535,0.05467664202083364,13192.361000000,20002.885000000,0E-9,18108.520000000,3390.603500000,0.0,13296733.000000000,268570.511272789,714763.800000000
2021-06-14,Geo32,1608292,524000,0,625693,1384118,,163543,0.0953339147881385,11793.160000000,5050.549300000,0E-9,4875.925300000,10784.925000000,0.0,20517232.000000000,410718.238277488,714763.800000000
2021-08-23,Geo32,0,1428000,0,3483713,3080984,,577103,0.045903806105542455,0E-9,13766.367000000,0E-9,27148.020000000,24006.754000000,0.0,13887271.000000000,277979.101109117,714763.800000000
2023-06-12,Geo32,1227987,0,0,1703731,784248,,274844,0.04683973453157923,9004.489000000,0E-9,0E-9,13276.904000000,6110.791000000,0.0,12473204.000000000,249448.987423160,714763.800000000
2023-07-17,Geo32,630486,1089000,0,2379880,320509,,0,0.09321654899488767,4623.179700000,10503.495000000,0E-9,18546.025000000,2497.377700000,0.0,20429158.000000000,408629.575046976,714763.800000000
2023-06-05,Geo32,2310652,770000,0,3502570,43363,,1629165,0.05200760778031319,16943.371000000,7421.752400000,0E-9,27294.970000000,337.880650000,0.0,14364093.000000000,284638.766339349,714763.800000000
2022-07-18,Geo32,1088198,61000,0,2393217,911014,,311566,0.010061783146697196,7979.454600000,592.193360000,0E-9,18649.957000000,7098.540500000,0.0,2315991.800000000,46095.647993760,714763.800000000
2022-08-08,Geo32,1746953,0,0,692678,166973,,0,0.062053546280832476,12809.923000000,0E-9,0E-9,5397.929000000,1301.038800000,0.0,14777321.000000000,294584.711949320,714763.800000000
2023-10-16,Geo32,2025366,825000,0,2492430,1387820,,0,0.06429531613630557,14851.448000000,7958.239000000,0E-9,19423.110000000,10813.771000000,0.0,17618004.000000000,353424.595037688,714763.800000000
2023-01-23,Geo32,33988,0,0,1833621,698414,,0,0.05483308142607025,249.224600000,0E-9,0E-9,14289.116000000,5441.980000000,0.0,12596510.000000000,250539.759436670,714763.800000000
2022-12-26,Geo32,0,36000,0,911162,529795,,200619,0.03944832691559141,0E-9,346.187680000,0E-9,7100.540000000,4128.115700000,0.0,10188573.000000000,203870.747643885,714763.800000000
2023-02-06,Geo32,0,200000,0,1959720,338670,,0,0.05368737295672967,0E-9,1927.021900000,0E-9,15271.785000000,2638.886700000,0.0,14621497.000000000,291183.164950810,714763.800000000
2021-03-01,Geo32,1749422,219000,0,685325,0,,0,0.04766564708399714,12828.027000000,2113.280800000,0E-9,5340.628400000,0E-9,0.0,9391070.000000000,188489.058121650,714763.800000000
2021-09-20,Geo32,270127,0,0,2770520,189352,,0,0.025686187245711267,1980.766500000,0E-9,0E-9,21590.220000000,1475.414000000,0.0,6495767.500000000,131620.612388333,714763.800000000
2022-11-28,Geo32,918928,1313000,0,4417670,2529754,,1276166,0.02045267745174379,6738.244600000,12654.839000000,0E-9,34426.195000000,19711.620000000,0.0,5959430.500000000,119895.809658005,714763.800000000
2021-05-03,Geo32,33806,0,0,1956374,925793,,431939,0.06186970875128237,247.890030000,0E-9,0E-9,15245.711000000,7213.697000000,0.0,16136957.000000000,322942.417247329,714763.800000000
2023-08-28,Geo32,0,0,0,1580556,1380930,,699573,0.07631381721916647,0E-9,0E-9,0E-9,12317.021000000,10760.084000000,0.0,16838102.000000000,340537.681287664,714763.800000000
2022-03-21,Geo32,1073636,,0,0,355125,,335516,0.07323136637690382,7872.675300000,7273.557000000,0E-9,0E-9,2767.102500000,0.0,15362108.000000000,308357.602661880,714763.800000000
2023-07-03,Geo32,593435,0,0,0,256451,,891074,0.06138810420583955,4351.494600000,0E-9,0E-9,0E-9,1998.243500000,0.0,15014343.000000000,301657.339200354,714763.800000000
2023-01-09,Geo32,0,57000,0,1035033,0,,1185984,0.055981044219810996,0E-9,546.734900000,0E-9,8065.847000000,0E-9,0.0,13264600.000000000,266757.804623000,714763.800000000
2023-04-17,Geo32,1592878,,0,1524856,1415810,,0,0.04193886494212164,11680.133000000,7482.897000000,0E-9,11882.960000000,11031.866000000,0.0,9571717.000000000,191886.239903004,714763.800000000
2021-03-22,Geo32,2411410,1338000,0,1805650,1936323,,1843500,0.04539170628356319,17682.201000000,12903.246000000,0E-9,14071.142000000,15087.658000000,0.0,11181274.000000000,224375.385684632,714763.800000000
2021-09-06,Geo32,1391900,0,0,2575775,0,,0,0.05414243710706135,10206.417000000,0E-9,0E-9,20072.604000000,0E-9,0.0,13497964.000000000,270161.641476288,714763.800000000
2022-07-11,Geo32,402499,191000,0,3851100,1165996,,0,0.03882300421167433,2951.413800000,1844.483300000,0E-9,30011.008000000,9085.338000000,0.0,10633737.000000000,211984.716806070,714763.800000000
2023-04-24,Geo32,0,333000,0,990458,1946493,,0,0.04798388815654941,0E-9,3214.965000000,0E-9,7718.481000000,15166.901000000,0.0,13178466.000000000,264728.761438680,714763.800000000
2021-03-08,Geo32,780669,0,0,2629059,144064,,1917854,0.07246076317752105,5724.429700000,0E-9,0E-9,20487.838000000,1122.534000000,0.0,14878601.000000000,298541.732820175,714763.800000000
2022-02-28,Geo32,236748,765000,0,1112837,821707,,1036054,0.06772417395274913,1736.007400000,7374.231000000,0E-9,8672.161000000,6402.668500000,0.0,15030588.000000000,300186.875338416,714763.800000000
2022-07-25,Geo32,621659,0,0,1862304,1285789,,1270022,0.06124444084341913,4558.453600000,0E-9,0E-9,14512.638000000,10018.754000000,0.0,12466065.000000000,249136.789771935,714763.800000000
2021-04-26,Geo32,1083334,,0,2051725,0,,0,0.03593008588255506,7943.788600000,4684.616700000,0E-9,15988.766000000,0E-9,0.0,10415548.000000000,209464.023656888,714763.800000000
2021-12-27,Geo32,1526881,938000,0,3827378,2403208,,364479,0.03946801980896936,11196.196000000,9042.829000000,0E-9,29826.146000000,18725.584000000,0.0,11180282.000000000,225357.142978120,714763.800000000
2022-03-07,Geo32,1568519,472000,0,1126958,1680351,,0,0.06849720299156427,11501.516000000,4554.373000000,0E-9,8782.204000000,13093.146000000,0.0,18651234.000000000,370205.732493240,714763.800000000
2021-08-30,Geo32,1239189,605000,0,3039502,162178,,1947199,0.0744072541850449,9086.630000000,5834.034700000,0E-9,23686.354000000,1263.676600000,0.0,14825165.000000000,298123.735009995,714763.800000000
2021-07-19,Geo32,226450,1541000,0,2633841,0,,1077715,0.043578949667953774,1660.495100000,14859.066000000,0E-9,20525.102000000,0E-9,0.0,9116667.000000000,182879.401003299,714763.800000000
2023-09-18,Geo32,0,0,0,235248,0,,0,0.0820070082545377,0E-9,0E-9,0E-9,1833.250100000,0E-9,0.0,18330194.000000000,369341.971058944,714763.800000000
2023-04-03,Geo32,474183,0,0,2959237,183094,,0,0.0384634465379032,3477.052700000,0E-9,0E-9,23060.861000000,1426.652200000,0.0,8460382.000000000,168375.273777312,714763.800000000
2022-06-27,Geo32,1685561,1841000,0,1425577,111778,,514600,0.03541934467807258,12359.752000000,17744.986000000,0E-9,11109.294000000,870.964300000,0.0,8228421.500000000,164085.281774785,714763.800000000
2022-04-04,Geo32,2501802,910000,0,1306902,1261559,,0,0.048893411697611903,18345.021000000,8772.017000000,0E-9,10184.479000000,9829.956000000,0.0,12040755.000000000,239415.928146735,714763.800000000
2023-05-29,Geo32,1577135,0,0,1083904,845142,,400268,0.06744856968078901,11564.694000000,0E-9,0E-9,8446.691000000,6585.272000000,0.0,14373963.000000000,287800.518073050,714763.800000000
2023-07-10,Geo32,2328362,899000,0,1504180,0,,0,0.08928514962377607,17073.234000000,8667.988000000,0E-9,11721.835000000,0E-9,0.0,16903648.000000000,335419.425336960,714763.800000000
2022-11-07,Geo32,564390,955000,0,3136821,2074840,,953411,0.06393816115917196,4138.515600000,9211.078000000,0E-9,24444.746000000,16166.970000000,0.0,16760806.000000000,334897.262426656,714763.800000000
2022-02-14,Geo32,1628153,913000,0,3696002,0,,1744328,0.07353988973944761,11938.795000000,8806.474000000,0E-9,28802.354000000,0E-9,0.0,17623552.000000000,353319.666899456,714763.800000000
2022-01-31,Geo32,1380486,0,0,1898786,274472,,0,0.02222836978012824,10122.722000000,0E-9,0E-9,14796.936000000,2138.661600000,0.0,6050144.000000000,120794.960751296,714763.800000000
2023-12-25,Geo32,1225589,0,0,3086120,1443334,,250954,0.06980915133375908,8986.905000000,0E-9,0E-9,24049.640000000,11246.331000000,0.0,17658308.000000000,356276.600320968,714763.800000000
2022-03-28,Geo32,281421,0,0,19805,0,,0,0.0870821350520895,2063.582300000,0E-9,0E-9,154.337200000,0E-9,0.0,18249004.000000000,366430.510837920,714763.800000000
2022-08-15,Geo32,0,0,0,1711396,262093,,0,0.035196099195047154,0E-9,0E-9,0E-9,13336.636000000,2042.205400000,0.0,8586519.000000000,171215.377763418,714763.800000000
2021-02-15,Geo32,1889318,96000,0,2146704,245162,,297757,0.046095022408156376,13853.846000000,923.176800000,0E-9,16728.922000000,1910.280600000,0.0,11106404.000000000,222967.113290180,714763.800000000
2023-12-18,Geo32,0,1043000,0,2737758,0,,506842,0.06292761819351463,0E-9,10051.022000000,0E-9,21334.912000000,0E-9,0.0,16265553.000000000,324285.712069986,714763.800000000
2023-02-27,Geo32,92958,207000,0,1059232,0,,439931,0.05667851178399291,681.635250000,1997.393300000,0E-9,8254.426000000,0E-9,0.0,10217185.000000000,205285.581416410,714763.800000000
2021-07-12,Geo32,1771406,0,0,1046557,1796420,,685996,0.05306127992200592,12989.230000000,0E-9,0E-9,8155.652000000,13997.546000000,0.0,12755103.000000000,255996.702924420,714763.800000000
2022-05-16,Geo32,1662656,478000,0,1275726,320754,,55573,0.03876059197968934,12191.796000000,4612.317000000,0E-9,9941.529000000,2499.286900000,0.0,7819473.500000000,157054.438026440,714763.800000000
2021-02-22,Geo32,1148930,1101000,0,2937768,570260,,0,0.0525631897031484,8424.786000000,10616.539000000,0E-9,22893.559000000,4443.415500000,0.0,14532191.000000000,290078.430576954,714763.800000000
2022-01-24,Geo32,985968,828000,0,959309,0,,694903,0.06302896355922842,7229.830600000,7984.983400000,0E-9,7475.742000000,0E-9,0.0,12943541.000000000,258032.557454217,714763.800000000
2022-09-19,Geo32,623882,0,0,3146476,2087866,,0,0.04356678707577588,4574.754000000,0E-9,0E-9,24519.986000000,16268.467000000,0.0,11476702.000000000,229817.732596738,714763.800000000
2023-10-30,Geo32,498295,178000,0,1968422,78367,,0,0.08338748910180463,3653.859100000,1712.976900000,0E-9,15339.599000000,610.628700000,0.0,16914884.000000000,336780.803947532,714763.800000000
2023-06-19,Geo32,1503082,0,0,491978,0,,1165495,0.08259688598473054,11021.684000000,0E-9,0E-9,3833.906000000,0E-9,0.0,14680426.000000000,291269.252838604,714763.800000000
2021-04-12,Geo32,0,1267000,0,1869885,254863,,779874,0.03736869966841621,0E-9,12215.411000000,0E-9,14571.716000000,1985.870000000,0.0,7872661.000000000,157837.445220105,714763.800000000
2023-05-22,Geo32,650704,0,0,2472969,1935584,,0,0.060961768966131945,4771.432600000,0E-9,0E-9,19271.451000000,15081.899000000,0.0,15083045.000000000,301911.459543540,714763.800000000
2022-11-14,Geo32,460347,752000,0,2120184,1736906,,0,0.027003053449404697,3375.597000000,7248.634300000,0E-9,16522.256000000,13533.818000000,0.0,7173118.500000000,144079.602500688,714763.800000000
2024-01-01,Geo32,0,,0,2462065,277555,,508670,0.06869470095659955,0E-9,1370.443200000,0E-9,19186.480000000,2162.684000000,0.0,17104412.000000000,343175.824037020,714763.800000000
2021-04-19,Geo32,1461578,600000,0,1524698,629182,,0,0.07396245721066423,10717.347000000,5784.729500000,0E-9,11881.728000000,4902.530300000,0.0,17176364.000000000,346380.274060400,714763.800000000
2022-01-17,Geo32,942969,0,0,2315804,1705656,,0,0.04327279586623812,6914.530300000,0E-9,0E-9,18046.691000000,13290.321000000,0.0,11006354.000000000,219909.209222570,714763.800000000
